DATE,OPEN,HIGH,LOW,CLOSE,VOLUME
13-Oct-25,"1,376.90","1,377.70","1,367.80","1,375.00",7600682
10-Oct-25,"1,377.80","1,388.00","1,375.10","1,381.70",6373084
09-Oct-25,"1,374.00","1,380.00","1,369.10","1,377.80",8826633
08-Oct-25,"1,384.80","1,389.00","1,364.50","1,367.40",8525081
07-Oct-25,"1,376.00","1,395.90","1,375.90","1,384.80",11244040
06-Oct-25,"1,360.00","1,377.40","1,359.00","1,375.00",12396580
03-Oct-25,"1,363.20","1,371.60","1,356.90","1,363.40",12842347
01-Oct-25,"1,367.00","1,378.60","1,362.70","1,368.70",12045916
30-Sep-25,"1,377.10","1,377.10","1,362.80","1,364.00",14604684
29-Sep-25,"1,381.60","1,389.00","1,368.00","1,372.80",14231999
26-Sep-25,"1,372.00","1,382.70","1,366.00","1,377.60",9879109
25-Sep-25,"1,381.30","1,384.50","1,369.00","1,372.40",11411143
24-Sep-25,"1,385.30","1,396.00","1,380.40","1,383.00",5922759
23-Sep-25,"1,391.00","1,395.00","1,376.80","1,389.80",14014702
22-Sep-25,"1,403.90","1,410.70","1,388.00","1,390.60",7757970
19-Sep-25,"1,414.90","1,417.00","1,403.60","1,407.40",13461373
18-Sep-25,"1,420.40","1,422.00","1,410.70","1,415.00",9332642
17-Sep-25,"1,407.00","1,416.20","1,406.90","1,413.80",7519417
16-Sep-25,"1,404.70","1,408.00","1,398.20","1,405.30",8686961
15-Sep-25,"1,393.00","1,400.80","1,388.60","1,399.30",5396697
12-Sep-25,"1,383.30","1,396.30","1,380.50","1,395.00",7403368
11-Sep-25,"1,376.00","1,385.50","1,375.00","1,383.30",9766072
10-Sep-25,"1,383.90","1,388.50","1,374.10","1,377.00",7790815
09-Sep-25,"1,376.60","1,381.20","1,368.70","1,376.20",9754452
08-Sep-25,"1,380.00","1,386.00","1,372.40","1,378.50",6986720
05-Sep-25,"1,363.00","1,381.00","1,359.30","1,375.00",5777575
04-Sep-25,"1,371.80","1,374.00","1,357.10","1,359.30",13223177
03-Sep-25,"1,369.70","1,376.50","1,360.50","1,372.60",7847563
02-Sep-25,"1,354.80","1,384.50","1,354.50","1,366.50",11517006
01-Sep-25,"1,356.00","1,363.20","1,340.60","1,353.90",11232238
29-Aug-25,"1,381.10","1,403.50","1,350.00","1,357.20",18758842
28-Aug-25,"1,389.90","1,392.20","1,366.50","1,385.90",13161813
26-Aug-25,"1,408.00","1,410.00","1,381.60","1,384.90",12145259
25-Aug-25,"1,414.70","1,419.50","1,405.70","1,412.60",5979407
22-Aug-25,"1,420.00","1,423.40","1,407.90","1,409.20",5818868
21-Aug-25,"1,425.00","1,431.90","1,420.30","1,424.80",11021323
20-Aug-25,"1,413.00","1,424.90","1,410.00","1,413.00",8725641
19-Aug-25,"1,390.00","1,421.00","1,389.10","1,420.10",14384719
18-Aug-25,"1,390.00","1,394.90","1,377.00","1,381.70",11785109
14-Aug-25,"1,377.30","1,380.70","1,370.10","1,373.80",7126128
13-Aug-25,"1,388.00","1,391.80","1,377.50","1,382.60",7457021
12-Aug-25,"1,381.90","1,401.90","1,375.20","1,380.40",12244664
11-Aug-25,"1,370.00","1,388.00","1,361.20","1,386.20",9997486
08-Aug-25,"1,385.00","1,397.20","1,365.00","1,367.80",8793606
07-Aug-25,"1,387.70","1,393.70","1,366.00","1,389.40",9976705
06-Aug-25,"1,391.90","1,395.90","1,383.30","1,392.80",5834312
05-Aug-25,"1,411.00","1,411.00","1,388.10","1,391.70",9315972
04-Aug-25,"1,395.10","1,416.10","1,391.70","1,411.50",6312820
01-Aug-25,"1,386.90","1,405.90","1,384.30","1,393.70",10321171
31-Jul-25,"1,388.10","1,402.60","1,382.20","1,390.20",17065827
30-Jul-25,"1,418.10","1,423.30","1,401.30","1,410.10",7209849
29-Jul-25,"1,383.00","1,420.20","1,383.00","1,417.10",10750072
28-Jul-25,"1,392.30","1,407.80","1,385.00","1,387.60",7748361
25-Jul-25,"1,398.90","1,401.00","1,384.10","1,391.70",11854722
24-Jul-25,"1,419.20","1,423.00","1,396.00","1,402.90",14740507
23-Jul-25,"1,426.00","1,426.00","1,414.40","1,424.60",8354596
22-Jul-25,"1,427.40","1,431.90","1,410.70","1,412.80",20396320
21-Jul-25,"1,465.00","1,476.00","1,423.10","1,428.60",22442744
18-Jul-25,"1,484.80","1,484.80","1,469.10","1,476.00",10296318
17-Jul-25,"1,487.40","1,489.60","1,473.90","1,476.40",11854613
16-Jul-25,"1,473.00","1,491.00","1,471.50","1,485.60",10409983
15-Jul-25,"1,486.20","1,496.50","1,482.40","1,485.40",8132454
14-Jul-25,"1,492.20","1,500.00","1,479.10","1,483.70",10311846
11-Jul-25,"1,512.00","1,515.00","1,490.30","1,495.20",7234991
10-Jul-25,"1,519.70","1,524.70","1,507.50","1,517.20",10047129
09-Jul-25,"1,536.70","1,551.00","1,510.10","1,519.00",8870660
08-Jul-25,"1,536.00","1,544.90","1,530.20","1,537.60",7171261
07-Jul-25,"1,526.60","1,544.80","1,525.00","1,541.50",7251074
04-Jul-25,"1,524.00","1,530.00","1,517.20","1,527.30",6603501
